Product,Category,Rating,Review,Platform,Date,Sentiment_score,Issue,RSI
Samsung Galaxy M34,Smartphone,4.0,average seven dog president scientist who yet usually,FLIPKART,2024-06-05,0.0,none,0.135
Samsung Galaxy A34,Smartphone,4.0,excellent shoulder by stand seven movie baby hour,amazon,2023-10-10,0.5719,none,0.135
Samsung Buds Live,Accessories,3.0,average environment wait much yourself cost sister issue battery draining fast,amazon,2022-02-04,0.0,battery,0.41
Samsung Galaxy Book 2,Smartphone,3.0,not great issue overheating issue,AMAZON,2024-03-08,-0.5096,heating,0.6138400000000002
Samsung Galaxy A14,Smartphone,5.0,bad future example deal show,AMAZON,2022-08-31,-0.5423,general_issue,0.47692
Samsung Galaxy A34,Smartphone,3.0,good blue dinner consider her society model,AMAZON,2024-12-31,0.4404,none,0.21
Samsung Galaxy Book 2,Smartphone,1.0,not great whose accept your book house issue display flickering,amazon,2022-01-13,-0.6681,display,0.82724
Samsung Galaxy M53,Smartphone,5.0,good make article window vote,flipkart,2022-05-10,0.4404,none,0.06
Samsung Galaxy Tab A8,Smartphone,1.0,worth it number week wait life administration interesting especially,AMAZON,2022-04-04,0.5994,battery,0.56
Samsung Galaxy A34,Smartphone,2.0,worth it away conference upon cover trip red,amazon,2022-05-29,0.2263,none,0.285
Samsung Galaxy Tab A8,Smartphone,2.0,bad issue battery draining fast,AMAZON,2024-01-03,-0.5423,battery,0.7019200000000001
Samsung Galaxy Tab S7 FE,Smartphone,4.0,bad born staff anyone onto information federal mother,AMAZON,2024-10-26,-0.5423,general_issue,0.55192
Samsung Galaxy Tab A8,Smartphone,4.0,excellent upon onto coach market case let join,AMAZON,2022-08-06,0.7096,none,0.135
Samsung Galaxy Tab A8,Smartphone,4.0,not great upon grow admit understand wide it religious,AMAZON,2023-08-17,-0.3599,none,0.27896
Samsung Buds Live,Accessories,2.0,not great difficult cover hot,FLIPKART,2023-09-10,-0.2924,heating,0.60196
Samsung Galaxy M34,Smartphone,3.0,not great yourself campaign race raise project program population issue display flickering,FLIPKART,2022-06-27,-0.5096,display,0.6138400000000002
Samsung Galaxy A14,Smartphone,5.0,waste of money stage lawyer some difficult college century road,flipkart,2023-07-31,-0.6486,general_issue,0.51944
Samsung Galaxy A14,Smartphone,4.0,excellent serve natural site design inside college,AMAZON,2024-06-15,0.7351,none,0.135
Samsung Galaxy S21 FE,Smartphone,2.0,bad situation most business behavior issue display flickering,AMAZON,2024-02-21,-0.5423,display,0.7019200000000001
Samsung Galaxy A54,Smartphone,1.0,excellent live early degree far,flipkart,2024-03-20,0.5719,none,0.36
Samsung Galaxy A14,Smartphone,3.0,average issue slow performance,FLIPKART,2022-03-05,0.0,performance,0.41
Samsung Galaxy Tab S7 FE,Smartphone,4.0,bad recognize wrong term these four great,flipkart,2024-08-28,-0.3612,general_issue,0.47948
Samsung Galaxy Tab A8,Smartphone,1.0,good girl increase government help college that issue battery draining fast,AMAZON,2022-11-17,0.7845,battery,0.56
Samsung Galaxy Book 3,Smartphone,2.0,good nation have task employee issue camera quality is poor,AMAZON,2024-12-28,-0.0516,camera,0.50564
Samsung Galaxy M14,Smartphone,2.0,waste of money something large rate collection issue battery draining fast,flipkart,2023-03-27,-0.4215,battery,0.6536
Samsung Galaxy S23,Smartphone,5.0,waste of money later candidate heavy success same heart,amazon,2022-10-07,0.2263,general_issue,0.26
Samsung Galaxy M34,Smartphone,3.0,bad issue slow performance,flipkart,2024-03-11,-0.5423,performance,0.6269200000000001
Samsung Galaxy M53,Smartphone,4.0,excellent fast either may return grow at,amazon,2023-08-28,0.5719,none,0.135
Samsung Galaxy Book 2,Smartphone,3.0,worth it various begin quality,FLIPKART,2022-10-23,0.2263,none,0.21
Samsung Galaxy A14,Smartphone,5.0,bad value network moment as establish,amazon,2023-09-03,-0.2732,connectivity,0.36928
Samsung Galaxy A54,Smartphone,2.0,worth it action issue parent young red professional field issue battery draining fast,FLIPKART,2024-02-04,0.2263,battery,0.485
Samsung Galaxy A14,Smartphone,3.0,excellent whom begin ability claim us,flipkart,2022-01-23,0.7184,none,0.21
Samsung Galaxy A54,Smartphone,3.0,waste of money health tree back left person family,AMAZON,2022-10-17,-0.4215,general_issue,0.5786
Samsung Galaxy S22,Smartphone,4.0,excellent return challenge they,FLIPKART,2022-09-10,0.6124,none,0.135
Samsung Galaxy M14,Smartphone,1.0,average born fire out step send happy decade,FLIPKART,2022-03-27,0.3182,software,0.56
Samsung Soundbar,Other,4.0,build quality feels premium,amazon,2022-01-11,0.0,build_quality,0.335
Samsung Charger 25W,Accessories,2.0,waste of money mean personal onto bit specific effort then,FLIPKART,2024-03-18,-0.4215,general_issue,0.6536
Samsung Galaxy S22,Smartphone,3.0,not great dog say director artist stop least issue battery draining fast,flipkart,2022-06-24,-0.6698,battery,0.6779200000000001
Samsung Galaxy S21 FE,Smartphone,5.0,worth it try sea project win,AMAZON,2023-09-17,0.6908,none,0.06
Samsung Galaxy S21 FE,Smartphone,5.0,excellent head meet guess choose structure final,amazon,2023-03-07,0.5719,software,0.26
Samsung Galaxy Tab S7 FE,Smartphone,4.0,excellent guy thousand in back at leg crime,amazon,2023-12-06,0.0516,none,0.135
Samsung Galaxy Book 2,Smartphone,2.0,worth it minute both someone morning same tough majority,AMAZON,2023-03-10,0.1027,none,0.285
Samsung Galaxy M34,Smartphone,1.0,bad issue charging problem,flipkart,2024-04-25,-0.7351,battery,0.8540400000000001
Samsung Galaxy A34,Smartphone,4.0,average exactly of must maybe camera bed,AMAZON,2024-11-15,0.0,camera,0.335
Samsung Galaxy S22,Smartphone,4.0,waste of money build born allow security through,AMAZON,2022-10-19,0.128,build_quality,0.335
Samsung Galaxy Watch6,Smartphone,5.0,highly recommend to others,FLIPKART,2022-11-26,0.4201,none,0.06
Samsung Galaxy M34,Smartphone,2.0,bad discover act social similar choose at threat,AMAZON,2023-01-12,-0.7845,software,0.7988
Samsung Galaxy Tab A8,Smartphone,3.0,waste of money decide system movie write two east,flipkart,2023-03-29,-0.4215,general_issue,0.5786
Samsung Galaxy A14,Smartphone,4.0,bad among about soon cost,AMAZON,2023-06-02,-0.5423,software,0.55192
Samsung Galaxy Tab S7 FE,Smartphone,4.0,worth it attorney environment spring thank attack,amazon,2023-02-02,0.0772,none,0.135
Samsung Galaxy S21 FE,Smartphone,3.0,excellent investment theory indicate away crime hit body,amazon,2022-08-23,0.0516,none,0.21
Samsung Galaxy S22,Smartphone,2.0,average with reflect respond no thus crime issue slow performance,FLIPKART,2023-01-07,-0.6908,performance,0.76132
Samsung Galaxy A54,Smartphone,3.0,bad become phone concern city blue collection,amazon,2022-04-22,-0.5423,general_issue,0.6269200000000001
Samsung Buds 2,Accessories,3.0,not great reality weight realize as pull bill what,flipkart,2024-08-02,-0.5096,none,0.41384000000000004
Samsung Galaxy S21 FE,Smartphone,4.0,average fish this yourself,flipkart,2022-05-30,0.0,none,0.135
Samsung Buds Live,Accessories,3.0,average hold section available seek agreement personal whatever issue overheating issue,AMAZON,2023-08-19,0.4939,heating,0.41
Samsung Galaxy S23,Smartphone,5.0,waste of money support lead must type,flipkart,2022-05-18,-0.0258,general_issue,0.27032
Samsung Charger 25W,Accessories,4.0,average it remember party weight public security,AMAZON,2023-05-29,0.6249,none,0.135
Samsung Galaxy Tab A8,Smartphone,2.0,waste of money issue battery draining fast,AMAZON,2022-07-21,-0.4215,battery,0.6536
Samsung Galaxy S21 FE,Smartphone,4.0,average contain dinner name believe,AMAZON,2023-02-09,0.0,none,0.135
Samsung Refrigerator,Other,3.0,great value for money,AMAZON,2024-09-24,0.7579,none,0.21
Samsung Galaxy Tab S7 FE,Smartphone,4.0,worth it prepare talk along clearly during ready,flipkart,2023-11-09,0.7269,none,0.135
Samsung Buds 2,Accessories,2.0,waste of money begin look stop quickly side product issue camera quality is poor,AMAZON,2024-01-02,-0.7964,camera,0.80356
Samsung Galaxy S22,Smartphone,5.0,excellent section one finish tough,AMAZON,2022-09-20,0.4939,none,0.06
Samsung Galaxy A34,Smartphone,4.0,not great question real later experience whatever change,flipkart,2023-04-26,-0.5096,performance,0.53884
Samsung Galaxy A14,Smartphone,5.0,average edge believe seat set into,AMAZON,2022-07-24,0.0,none,0.06
Samsung Galaxy Tab A8,Smartphone,3.0,excellent care performance scene word message land issue battery draining fast,FLIPKART,2023-08-07,0.7845,battery,0.41
Samsung Galaxy Tab A8,Smartphone,2.0,worth it this recent politics him statement,AMAZON,2022-05-23,0.2263,none,0.285
Samsung Galaxy A34,Smartphone,3.0,waste of money author this back my issue slow performance,AMAZON,2023-02-01,-0.4215,performance,0.5786
Samsung Galaxy Book 2,Smartphone,1.0,good fly right others direction skill issue slow performance,FLIPKART,2023-10-13,0.4404,performance,0.56
Samsung Galaxy M34,Smartphone,1.0,excellent dinner around sense often small box final single,amazon,2024-09-22,0.5719,none,0.36
Samsung Galaxy A34,Smartphone,3.0,good possible whose trial issue slow performance,flipkart,2024-07-11,0.4404,performance,0.41
Samsung Galaxy A54,Smartphone,5.0,average deal available sure,FLIPKART,2023-11-04,0.3182,none,0.06
Samsung Galaxy S22,Smartphone,4.0,average set capital serious loss nothing hear,flipkart,2023-09-19,-0.3818,software,0.48772
Samsung Galaxy M53,Smartphone,3.0,worth it movie industry indicate nature the reason,AMAZON,2022-11-09,0.2263,none,0.21
Samsung Galaxy Tab S7 FE,Smartphone,2.0,average page pretty black institution,FLIPKART,2024-01-17,0.4939,none,0.285
Samsung Galaxy A34,Smartphone,5.0,good college size have bring until full responsibility,AMAZON,2023-10-10,0.4404,none,0.06
Samsung Galaxy Tab A8,Smartphone,1.0,good issue charging problem,amazon,2024-05-27,0.0516,battery,0.56
Samsung Galaxy S22,Smartphone,5.0,worth it perhaps subject bag computer television,AMAZON,2022-12-12,0.2263,none,0.06
Samsung Buds Live,Accessories,2.0,bad never decision certain room issue slow performance,AMAZON,2022-01-10,-0.6501,performance,0.7450399999999999
Samsung Galaxy S22,Smartphone,4.0,good beautiful physical whether democrat trouble,amazon,2023-10-04,0.6249,none,0.135
Samsung Galaxy Book 3,Smartphone,5.0,worth it goal leave thought method against shoulder,amazon,2023-05-20,0.1779,none,0.06
Samsung Galaxy A54,Smartphone,2.0,average cause tonight country gun fact current develop issue overheating issue,FLIPKART,2023-03-30,-0.34,heating,0.621
Samsung Galaxy S21 FE,Smartphone,4.0,bad include production everything half well night,AMAZON,2024-06-12,-0.34,general_issue,0.47100000000000003
Samsung Galaxy M53,Smartphone,3.0,good issue slow performance,FLIPKART,2023-07-21,0.4404,performance,0.41
Samsung Galaxy M53,Smartphone,4.0,average institution capital democratic cup knowledge relationship per strong,AMAZON,2024-01-07,0.5106,none,0.135
Samsung Galaxy Tab A8,Smartphone,1.0,excellent base task here adult stand finish fire issue battery draining fast,amazon,2022-10-03,0.3182,battery,0.56
Samsung Galaxy M53,Smartphone,2.0,excellent may meeting staff four picture early,flipkart,2023-11-11,0.5719,camera,0.485
Samsung Galaxy M53,Smartphone,4.0,excellent ahead add organization line leave,AMAZON,2024-09-09,0.5423,none,0.135
Samsung Galaxy Book 2,Smartphone,4.0,excellent entire lot collection child international,FLIPKART,2024-08-05,0.5719,none,0.135
Samsung Galaxy M14,Smartphone,3.0,waste of money issue battery draining fast,amazon,2024-07-01,-0.4215,battery,0.5786
Samsung Galaxy M53,Smartphone,4.0,good bar for mission instead,AMAZON,2024-01-05,0.4404,none,0.135
Samsung Buds 2,Accessories,4.0,not great benefit eat necessary its ask real speech,AMAZON,2023-09-18,-0.6979,none,0.41416000000000003
Samsung Galaxy S23,Smartphone,5.0,waste of money north south continue century,FLIPKART,2024-09-24,-0.4215,general_issue,0.42860000000000004
Samsung Buds 2,Accessories,5.0,bad wrong over land allow social,flipkart,2022-08-11,-0.6908,general_issue,0.53632
Samsung Galaxy M14,Smartphone,5.0,excellent teach off daughter how artist,flipkart,2022-12-26,0.5719,none,0.06
Samsung Galaxy S22,Smartphone,4.0,excellent seek million trip every appear,amazon,2022-06-17,0.5719,software,0.335
Samsung Galaxy M34,Smartphone,4.0,worth it total example place others reach each speak receive,amazon,2023-07-29,0.25,none,0.135
Samsung Charger 25W,Accessories,3.0,waste of money issue overheating issue,AMAZON,2022-10-14,-0.4215,heating,0.5786
Samsung Galaxy Book 2,Smartphone,3.0,worth it both pass wish nothing phone beat laugh issue overheating issue,flipkart,2023-02-07,0.1719,heating,0.41
Samsung Buds 2,Accessories,2.0,good issue display flickering,amazon,2023-06-24,0.4404,display,0.485
Samsung Galaxy S22,Smartphone,1.0,average heavy happen professor authority level,flipkart,2022-06-06,0.0772,software,0.56
Samsung Galaxy Book 2,Smartphone,4.0,good film up artist,flipkart,2022-06-04,0.4404,none,0.135
Samsung Galaxy S22,Smartphone,3.0,excellent campaign later nor develop management,AMAZON,2022-02-08,0.5719,none,0.21
Samsung Galaxy Book 2,Smartphone,5.0,average thousand tonight citizen century smile every,FLIPKART,2024-11-04,0.3612,none,0.06
Samsung Galaxy S22,Smartphone,2.0,bad our window only figure,FLIPKART,2022-03-05,-0.5423,general_issue,0.7019200000000001
Samsung Galaxy S21 FE,Smartphone,4.0,not great field stock stuff commercial official too,amazon,2024-04-09,-0.5096,none,0.33884000000000003
Samsung Galaxy A54,Smartphone,3.0,waste of money stop short around different measure politics issue display flickering,flipkart,2023-03-12,-0.6124,display,0.65496
Samsung Galaxy Book 2,Smartphone,4.0,good person use unit glass soldier,flipkart,2022-03-17,0.4404,none,0.135
Samsung Galaxy M34,Smartphone,5.0,bad sister view month interview body avoid,AMAZON,2023-06-18,-0.6908,general_issue,0.53632
Samsung Galaxy Tab A8,Smartphone,5.0,not great seek call task rather house,amazon,2024-08-24,-0.5096,none,0.26384
Samsung Galaxy S21 FE,Smartphone,4.0,excellent finally firm low simply film always,AMAZON,2022-11-01,0.3818,none,0.135
Samsung Galaxy S22,Smartphone,5.0,average voice wait father factor song those prepare entire,amazon,2024-01-20,0.0,software,0.26
Samsung Galaxy A54,Smartphone,4.0,not great example view hear end special wonder a,AMAZON,2024-03-14,-0.1516,none,0.19564
Samsung Galaxy M14,Smartphone,3.0,waste of money away before performance nor issue charging problem,flipkart,2023-04-03,-0.1386,battery,0.46544
Samsung Buds Live,Accessories,4.0,not great entire everyone prevent,FLIPKART,2023-08-19,-0.4929,none,0.33216
Samsung Galaxy Book 3,Smartphone,3.0,not great task four he weight blood husband issue overheating issue,FLIPKART,2022-10-02,-0.5096,heating,0.6138400000000002
Samsung Galaxy A54,Smartphone,3.0,average man without marriage analysis past nor hair issue battery draining fast,FLIPKART,2024-08-09,0.0,battery,0.41
Samsung Galaxy Book 3,Smartphone,4.0,good itself force decide sit hundred administration,FLIPKART,2024-10-23,0.4404,none,0.135
Samsung Galaxy A34,Smartphone,4.0,worth it answer recently manage run,flipkart,2024-11-11,0.2263,none,0.135
Samsung Buds Live,Accessories,5.0,waste of money expert much without enough parent much,FLIPKART,2022-07-05,-0.4215,general_issue,0.42860000000000004
Samsung Galaxy S22,Smartphone,3.0,excellent college record bring move issue battery draining fast,FLIPKART,2024-03-23,0.5719,battery,0.41
Samsung Galaxy M14,Smartphone,4.0,not great establish amount hard before,amazon,2024-01-16,-0.571,none,0.3634
Samsung Charger 25W,Accessories,4.0,worth it animal check theory detail,amazon,2024-10-25,0.2263,none,0.135
Samsung Galaxy S22,Smartphone,4.0,good happy or never push adult sign,FLIPKART,2022-01-22,0.765,software,0.335
Samsung Galaxy A14,Smartphone,3.0,bad money left management certainly identify issue battery draining fast,flipkart,2023-05-05,-0.2732,battery,0.51928
Samsung Buds Live,Accessories,4.0,waste of money see trip treatment travel watch,AMAZON,2022-12-06,-0.4215,general_issue,0.5036
Samsung Galaxy S22,Smartphone,5.0,bad walk thing those family,AMAZON,2024-11-18,-0.5423,software,0.47692
Samsung Galaxy Book 2,Smartphone,4.0,excellent nation reason role according home forward,flipkart,2022-10-15,0.5719,none,0.135
Samsung Galaxy Tab A8,Smartphone,4.0,not great on change author need let may,FLIPKART,2024-07-02,-0.5096,performance,0.53884
Samsung Galaxy M34,Smartphone,4.0,average collection year agreement realize strategy trial build,FLIPKART,2022-11-23,0.4939,build_quality,0.335
Samsung QLED TV,TV,2.0,not as expected returning it,amazon,2023-01-02,0.0,none,0.285
Samsung Galaxy S22,Smartphone,1.0,waste of money early across stuff page house program share issue overheating issue,flipkart,2022-10-27,-0.1531,heating,0.62124
Samsung Air Conditioner,Other,5.0,highly recommend to others,amazon,2024-09-17,0.4201,none,0.06
Samsung Buds 2,Accessories,2.0,waste of money arm girl option also her task change issue overheating issue,FLIPKART,2024-01-05,-0.4215,heating,0.6536
Samsung Galaxy A54,Smartphone,1.0,good enough have room film,flipkart,2022-03-24,0.4404,none,0.36
Samsung Buds 2,Accessories,3.0,bad usually thing single language international leader sport,amazon,2023-03-25,-0.5423,general_issue,0.6269200000000001
Samsung Galaxy M14,Smartphone,1.0,not great she religious treatment feeling,amazon,2024-09-25,-0.4203,none,0.5281199999999999
Samsung Galaxy S21 FE,Smartphone,5.0,average over into too alone value father real,AMAZON,2023-04-20,0.1027,none,0.06
Samsung Galaxy Tab S7 FE,Smartphone,4.0,waste of money wait instead decide couple stop all finish,FLIPKART,2022-05-09,-0.6124,general_issue,0.57996
Samsung Galaxy A54,Smartphone,5.0,waste of money value significant able,FLIPKART,2023-06-26,0.1027,general_issue,0.26
Samsung Galaxy Tab A8,Smartphone,4.0,good prepare still high size,FLIPKART,2024-01-27,0.4404,none,0.135
Samsung Galaxy S23,Smartphone,2.0,not great along energy sort argue special theory decide hope issue display flickering,amazon,2023-04-25,-0.2283,display,0.5763199999999999
Samsung Galaxy A34,Smartphone,4.0,good must after fine,flipkart,2022-03-29,0.5719,none,0.135
Samsung Galaxy Tab A8,Smartphone,2.0,waste of money issue slow performance,flipkart,2023-02-28,-0.4215,performance,0.6536
Samsung Galaxy Tab S7 FE,Smartphone,4.0,bad writer administration particularly central city thousand reveal,FLIPKART,2024-11-26,-0.5423,general_issue,0.55192
Samsung Galaxy Tab A8,Smartphone,5.0,bad cell almost where subject high pick,AMAZON,2024-01-10,-0.5423,software,0.47692
Samsung Galaxy Tab A8,Smartphone,1.0,bad use upon teacher sea yourself husband,AMAZON,2024-03-05,-0.5423,general_issue,0.77692
Samsung Galaxy Tab S7 FE,Smartphone,3.0,average last hope several issue overheating issue,flipkart,2024-08-19,0.4404,heating,0.41
Samsung Galaxy A34,Smartphone,4.0,average seven from operation movement best stand,amazon,2024-07-20,0.6369,none,0.135
Samsung Buds Live,Accessories,5.0,good stuff behavior realize note,FLIPKART,2022-04-06,0.4404,none,0.06
Samsung Galaxy Tab S7 FE,Smartphone,3.0,waste of money network standard significant tend enough do third,FLIPKART,2022-03-23,-0.25,connectivity,0.51
Samsung Galaxy A54,Smartphone,4.0,excellent decision likely authority hold main example consider,amazon,2023-10-26,0.6124,none,0.135
Samsung Galaxy A54,Smartphone,5.0,excellent defense production big security,flipkart,2022-07-31,0.765,none,0.06
Samsung Galaxy Book 3,Smartphone,3.0,not great issue display flickering,FLIPKART,2024-12-03,-0.5096,display,0.6138400000000002
Samsung Galaxy M53,Smartphone,3.0,excellent strong investment lose give fall consider space issue display flickering,flipkart,2023-07-15,0.6486,display,0.41
Samsung Galaxy Tab S7 FE,Smartphone,4.0,good degree economic want father,flipkart,2023-06-24,0.4939,sound,0.335
Samsung Galaxy M34,Smartphone,4.0,good worry with fall my fly hundred,FLIPKART,2022-12-23,0.0,none,0.135
Samsung Galaxy S23,Smartphone,4.0,average forget build important prepare move plan stop again,flipkart,2024-02-11,-0.3182,build_quality,0.46228
Samsung Galaxy A54,Smartphone,3.0,good sea weight effect factor eye,AMAZON,2024-02-15,0.4404,none,0.21
Samsung Galaxy Tab S7 FE,Smartphone,5.0,waste of money road agree let,amazon,2024-01-19,-0.0772,general_issue,0.29088
Samsung Galaxy M14,Smartphone,4.0,excellent what what eat participant question still,amazon,2022-06-09,0.5719,none,0.135
Samsung Galaxy S23,Smartphone,4.0,not great today environment church,FLIPKART,2024-11-24,-0.5096,none,0.33884000000000003
Samsung Galaxy M34,Smartphone,4.0,bad world feel foot give,amazon,2023-05-31,-0.5423,general_issue,0.55192
Samsung Buds 2,Accessories,4.0,worth it show develop reveal,FLIPKART,2024-02-10,0.2263,none,0.135
Samsung Galaxy S22,Smartphone,5.0,excellent memory chance rise term about statement catch,AMAZON,2023-04-02,0.6908,none,0.06
Samsung Buds Live,Accessories,3.0,waste of money standard campaign couple try star production scene,AMAZON,2024-11-23,-0.4215,general_issue,0.5786
Samsung Galaxy M14,Smartphone,2.0,bad base buy ground drug once interview positive issue battery draining fast,FLIPKART,2024-04-11,0.0258,battery,0.485
Samsung Galaxy Book 2,Smartphone,4.0,excellent left approach executive collection,FLIPKART,2023-12-24,0.5719,software,0.335
Samsung Galaxy S22,Smartphone,2.0,good business center effort later,amazon,2023-12-08,0.4404,none,0.285
Samsung Buds 2,Accessories,4.0,excellent involve meeting test official amount,flipkart,2024-09-24,0.5719,none,0.135
Samsung Galaxy Tab A8,Smartphone,4.0,good father cell from according soldier,amazon,2024-09-14,0.4404,none,0.135
Samsung Buds 2,Accessories,4.0,worth it another available hair,AMAZON,2022-01-14,0.2263,none,0.135
Samsung Charger 25W,Accessories,3.0,average up soon sea school speak score imagine,AMAZON,2024-10-24,0.0,none,0.21
Samsung Galaxy Tab A8,Smartphone,4.0,waste of money parent dark agent born common,FLIPKART,2022-10-12,-0.4215,general_issue,0.5036
Samsung Charger 25W,Accessories,4.0,excellent adult south recognize,amazon,2024-06-19,0.5719,none,0.135
Samsung Galaxy A14,Smartphone,4.0,bad should boy despite represent really section,flipkart,2022-12-06,-0.5423,general_issue,0.55192
Samsung Galaxy Tab A8,Smartphone,1.0,good contain security week try per personal issue battery draining fast,flipkart,2023-04-17,0.6486,battery,0.56
Samsung Galaxy Tab S7 FE,Smartphone,2.0,good wall ahead north time issue charging problem,amazon,2022-06-07,0.0516,battery,0.485
Samsung Galaxy A34,Smartphone,5.0,not great including bring for force movie ahead whom,flipkart,2024-11-19,-0.5096,none,0.26384
Samsung Galaxy Tab S7 FE,Smartphone,1.0,bad kid either law,FLIPKART,2023-07-30,-0.5423,general_issue,0.77692
Samsung Galaxy M14,Smartphone,4.0,average police state computer country red sea if,amazon,2023-03-10,0.0,none,0.135
Samsung Galaxy A54,Smartphone,2.0,good issue battery draining fast,FLIPKART,2022-11-04,0.4404,battery,0.485
Samsung Buds Live,Accessories,2.0,waste of money once coach she better live soldier,amazon,2023-01-18,0.0258,general_issue,0.485
Samsung Buds 2,Accessories,5.0,bad fast food talk event nice tonight prove medical,AMAZON,2022-11-19,-0.1779,general_issue,0.33116
Samsung Galaxy Tab A8,Smartphone,1.0,excellent administration turn movement recently may boy type,FLIPKART,2024-01-12,0.5719,none,0.36
Samsung Galaxy A14,Smartphone,4.0,good able person consumer game few drive think,amazon,2022-08-31,0.4404,none,0.135
Samsung Charger 25W,Accessories,4.0,good option discover across citizen,FLIPKART,2023-04-17,0.4404,software,0.335
Samsung Galaxy Tab S7 FE,Smartphone,5.0,bad trouble environment other imagine treatment,flipkart,2024-04-29,-0.7351,general_issue,0.5540400000000001
Samsung Crystal UHD TV,TV,1.0,great value for money,FLIPKART,2023-11-08,0.7579,none,0.36
Samsung Buds Live,Accessories,4.0,bad some page appear southern mouth,AMAZON,2022-08-21,-0.5423,software,0.55192
Samsung Buds 2,Accessories,5.0,excellent over year remain center down,AMAZON,2024-09-13,0.5719,none,0.06
Samsung Galaxy S22,Smartphone,5.0,worth it decade town determine let consider,FLIPKART,2024-09-07,0.2263,none,0.06
Samsung Washing Machine,Other,2.0,not worth the price,amazon,2024-09-08,-0.1695,none,0.3528
Samsung Galaxy A14,Smartphone,3.0,good sort top office issue charging problem,AMAZON,2023-03-08,0.25,battery,0.41
Samsung Galaxy Tab S7 FE,Smartphone,4.0,worth it issue develop seek require protect window threat,FLIPKART,2022-11-27,0.0258,software,0.335
Samsung Buds Live,Accessories,3.0,excellent mention else message next black decade professor eye,flipkart,2024-04-21,0.5719,none,0.21
Samsung Galaxy S22,Smartphone,4.0,not great black base second conference open,FLIPKART,2022-02-15,-0.5096,none,0.33884000000000003
Samsung Galaxy A34,Smartphone,2.0,bad part create wind big miss here easy wait,AMAZON,2023-05-15,-0.0258,general_issue,0.49532
Samsung Galaxy A34,Smartphone,4.0,waste of money interview product movie against move wish suggest,AMAZON,2022-03-30,-0.0258,general_issue,0.34532
Samsung Galaxy M14,Smartphone,4.0,worth it fight new avoid fund myself author key,flipkart,2022-09-19,-0.4404,none,0.31116
Samsung Buds 2,Accessories,5.0,waste of money world ability like book,flipkart,2022-11-26,0.25,general_issue,0.26
Samsung Galaxy S22,Smartphone,4.0,worth it family week international rate kitchen,AMAZON,2022-10-03,0.2263,none,0.135
Samsung Galaxy S22,Smartphone,3.0,bad issue display flickering,FLIPKART,2024-11-15,-0.5423,display,0.6269200000000001
Samsung Galaxy Tab S7 FE,Smartphone,3.0,excellent issue display flickering,amazon,2022-03-22,0.5719,display,0.41
Samsung Galaxy Tab S7 FE,Smartphone,1.0,good outside end style yes feeling process give issue battery draining fast,flipkart,2022-10-28,0.7269,battery,0.56
Samsung Charger 25W,Accessories,4.0,bad where technology republican,flipkart,2022-04-25,-0.5423,general_issue,0.55192
Samsung Galaxy S22,Smartphone,4.0,good that mind admit opportunity popular yeah also consumer,amazon,2022-12-07,0.8885,none,0.135
Samsung Galaxy S23,Smartphone,4.0,average buy thought second,AMAZON,2023-06-13,0.0,none,0.135
Samsung Galaxy S22,Smartphone,3.0,not great back ability four next bed area quality church issue overheating issue,FLIPKART,2023-01-04,-0.6435,heating,0.6674
Samsung Galaxy M14,Smartphone,5.0,excellent tree hand game add clearly yet so,AMAZON,2024-11-24,0.8625,none,0.06
Samsung Galaxy S22,Smartphone,4.0,good of after door or team scene,flipkart,2024-04-10,0.4404,none,0.135
Samsung Galaxy S22,Smartphone,3.0,excellent discussion up nothing gas throughout tend office issue battery draining fast,FLIPKART,2022-02-08,0.5719,battery,0.41
Samsung Galaxy M53,Smartphone,5.0,waste of money minute quite process option subject capital century,AMAZON,2023-08-04,-0.4215,software,0.42860000000000004
Samsung Galaxy Tab S7 FE,Smartphone,5.0,average left boy certain guy law,flipkart,2022-06-25,0.2732,none,0.06
Samsung Galaxy Book 3,Smartphone,4.0,not great mind three pass debate kind market,amazon,2023-03-20,0.0274,none,0.135
Samsung Buds Live,Accessories,5.0,average outside door husband staff,FLIPKART,2024-07-08,0.0,none,0.06
Samsung Galaxy M14,Smartphone,4.0,not great but factor size spring enjoy reduce house,AMAZON,2024-08-23,0.4859,none,0.135
Samsung Galaxy Watch6,Smartphone,1.0,excellent product very satisfied,AMAZON,2024-09-13,0.7778,none,0.36
Samsung Galaxy S22,Smartphone,4.0,worth it significant teach must manage husband country,FLIPKART,2022-12-16,0.4019,none,0.135
Samsung Galaxy M34,Smartphone,3.0,waste of money opportunity minute save million protect issue camera quality is poor,amazon,2023-03-26,0.4019,camera,0.41
Samsung Galaxy M14,Smartphone,4.0,bad school discover sense free gas,FLIPKART,2024-04-21,-0.0516,general_issue,0.35564
Samsung Galaxy A34,Smartphone,3.0,bad well scene imagine smile fact doctor issue overheating issue,AMAZON,2022-10-20,0.0258,heating,0.41
Samsung Galaxy S23,Smartphone,5.0,bad professor nature painting recent several voice language,amazon,2023-01-08,-0.5423,general_issue,0.47692
Samsung Galaxy Tab A8,Smartphone,5.0,excellent last much focus pattern,flipkart,2024-11-12,0.5719,camera,0.26
Samsung Galaxy M53,Smartphone,3.0,average measure nearly hundred step state,AMAZON,2023-06-26,0.0,none,0.21
